year,division,gender,event_code,place,athlete,class_year,team,time,meet,meet_date,qualifying_cutoff,qualifies
2023,D2,women,5000,31,"Moser, Holly",JR-3,Colo. Sch. of Mines,16:41.33,2023 Bryan Clay Invitational,"Apr 13, 2023",22,False
2023,D2,women,5000,32,"Paredes, Reina",SO-2,Adams State,16:43.81,Portland Twilight,"May 6, 2023",22,False
2023,D2,women,5000,33,"LaFare, Julie",FR-1,Charleston (W.V.),16:44.20,2023 Bryan Clay Invitational,"Apr 13, 2023",22,False
2023,D2,women,5000,34,"Bajika, Betty",SO-2,West Texas A&M,16:47.65,2023 Bryan Clay Invitational,"Apr 13, 2023",22,False
2023,D2,women,5000,35,"Hodsden, Regan",SO-2,Fort Hays St.,16:47.77,2023 Bryan Clay Invitational,"Apr 13, 2023",22,False
2023,D2,women,5000,36,"Maksin, Molly",JR-3,Colo. Sch. of Mines,16:49.14,Stanford Invitational,"Mar 31, 2023",22,False
2023,D2,women,5000,37,"Bomarito, Gianna",FR-1,Sonoma St.,16:50.53,Cardinal Classic,"Mar 18, 2023",22,False
2023,D2,women,5000,38,"Ruiz, Lynette",SO-2,Biola,16:52.71,2023 Bryan Clay Invitational,"Apr 13, 2023",22,False
2023,D2,women,5000,39,"Esvelt, Annika",SO-2,Seattle Pacific,16:52.91,2023 Bryan Clay Invitational,"Apr 13, 2023",22,False
2023,D2,women,5000,40,"Morrison, Rachael",JR-3,Lewis,16:53.14,Wash U Distance Carnival Saturday 2023,"Apr 1, 2023",22,False
2023,D2,women,5000,41,"Cunningham, Caroline",SR-4,NW Missouri,16:53.58,2023 Bryan Clay Invitational,"Apr 13, 2023",22,False
2023,D2,women,5000,42,"Taylor, McKenna",JR-3,Winona State,16:55.74,2023 NSIC Outdoor Track & Field Championship,"May 11, 2023",22,False
2023,D2,women,5000,43,"Basart, Margaux",FR-1,Colo. Sch. of Mines,16:55.79,2023 Bryan Clay Invitational,"Apr 13, 2023",22,False
2023,D2,women,5000,44,"Smrcka, Hannah",JR-3,Lewis,16:56.20,Wash U Distance Carnival Saturday 2023,"Apr 1, 2023",22,False
2023,D2,women,5000,45,"Strongman, Grace",FR-1,Colo. Sch. of Mines,16:56.21,2023 Bryan Clay Invitational,"Apr 13, 2023",22,False
2023,D2,women,5000,46,"Olivera, Luz",SO-2,Drury,16:56.39,Wash U Distance Carnival Saturday 2023,"Apr 1, 2023",22,False
2023,D2,women,5000,47,"May, Sarah",SO-2,Grand Valley St.,16:56.83,GVSU Extra Weekend Meet,"Apr 29, 2023",22,False
2023,D2,women,5000,48,"Paradis, Jori",JR-3,CUI,17:00.04,2023 Bryan Clay Invitational,"Apr 13, 2023",22,False
2023,D2,women,5000,49,"Eismann, Porshe",SO-2,CUI,17:00.69,APU Franson Last Chance,"May 12, 2023",22,False
2023,D2,women,5000,50,"Hernandez, Jazmin",JR-3,Mississippi College,17:01.99,2023 Bryan Clay Invitational,"Apr 13, 2023",22,False
2023,D2,women,5000,51,"Southern, Grace",SO-2,Academy of Art,17:03.46,West Coast Last Chance,"May 7, 2023",22,False
2023,D2,women,5000,52,"McCleskey, Maggie",FR-1,Adams State,17:04.58,2023 Bryan Clay Invitational,"Apr 13, 2023",22,False
2023,D2,women,5000,53,"Adams, Megan",FR-1,Lee (Tenn.),17:04.70,2023 Gulf South Conference Championship,"May 4, 2023",22,False
2023,D2,women,5000,54,"Ackley, Alayna",SR-4,Cedarville,17:04.81,2023 Oliver Nikoloff,"Mar 31, 2023",22,False
2023,D2,women,5000,55,"Henderson, Kelie",SR-4,Missouri Southern,17:04.90,Wash U Distance Carnival Saturday 2023,"Apr 1, 2023",22,False
2023,D2,women,5000,56,"Wistokat, Johanna",SR-4,Christian Bros.,17:05.12,EKU Rick Erdmann Twilight,"Apr 21, 2023",22,False
2023,D2,women,5000,57,"Beyer, Kaylee",JR-3,Winona State,17:05.13,Phil Esten Challenge,"Apr 21, 2023",22,False
2023,D2,women,5000,58,"Ackley, Savannah",SO-2,Cedarville,17:05.42,2023 Oliver Nikoloff,"Mar 31, 2023",22,False
2023,D2,women,5000,59,"Hare, Lily",SO-2,Lee (Tenn.),17:05.44,Lee University Invitational,"Mar 25, 2023",22,False
2023,D2,women,5000,60,"Insinna, Marissa",SR-4,Dallas Baptist,17:05.57,Oregon State High Performance,"Apr 28, 2023",22,False
2023,D2,women,5000,61,"Mapes, Bethany",FR-1,Biola,17:05.71,2023 Bryan Clay Invitational,"Apr 13, 2023",22,False
2023,D2,women,5000,61,"Redlinger, Lisa",FR-1,Academy of Art,17:05.71,2023 Brutus Hamilton,"Apr 8, 2023",22,False
2023,D2,women,5000,63,"Heldt, Caitlin",JR-3,Western Oregon,17:06.05,Oregon State High Performance,"Apr 28, 2023",22,False
2011,D1,women,"10,000",1,"Erdmann, Tara",SR-4,Loyola Marymount,33:10.15,Stanford Invitational,"Mar 25, 2011",48,True
2011,D1,women,"10,000",2,"Nero, Tonya",,Wichita State,33:11.71,Stanford Invitational,"Mar 25, 2011",48,True
2011,D1,women,"10,000",3,"Saina, Betsy",SR,Iowa State,33:13.87,Stanford Invitational,"Mar 25, 2011",48,True
2011,D1,women,"10,000",4,"Ruck, Kimberly",SR,Clemson,33:16.45,Stanford Invitational,"Mar 25, 2011",48,True
2011,D1,women,"10,000",5,"Matthews, Katie",JR-3,Boston U.,33:16.97,Stanford Invitational,"Mar 25, 2011",48,True
2011,D1,women,"10,000",6,"Bottorff, Juliet",SR,Duke,33:18.45,Stanford Invitational,"Mar 25, 2011",48,True
2011,D1,women,"10,000",7,"Garcia, Kathya",SR,UTEP,33:18.61,Payton Jordan Cardinal Invitational,"May 1, 2011",48,True
2011,D1,women,"10,000",8,"Gray, Natalie",JR-3,New Mexico,33:20.31,Payton Jordan Cardinal Invitational,"May 1, 2011",48,True
2011,D1,women,"10,000",9,"Costello, Liz",SR-4,Tennessee,33:25.66,Stanford Invitational,"Mar 25, 2011",48,True
2011,D1,women,"10,000",10,"Erdelyi, Zsofia",SR-4,USC,33:26.47,Stanford Invitational,"Mar 25, 2011",48,True
2011,D1,women,"10,000",11,"Tuliamuk-Bolton, Aliphine",,Wichita State,33:27.05,Stanford Invitational,"Mar 25, 2011",48,True
2011,D1,women,"10,000",12,"Lyons, Bridget",SR-4,Georgia,33:31.14,2011 Drake Relays,"Apr 27, 2011",48,True
2011,D1,women,"10,000",13,"Millhouse, Kara",JR-3,Penn State,33:31.93,Stanford Invitational,"Mar 25, 2011",48,True
2011,D1,women,"10,000",14,"Stack, Dani",SR,Iowa State,33:35.52,Stanford Invitational,"Mar 25, 2011",48,True
2011,D1,women,"10,000",15,"Bergman, Jennifer",,Arizona,33:38.81,Stanford Invitational,"Mar 25, 2011",48,True
2011,D1,women,"10,000",16,"DeSarle, Catherine",SR-4,Syracuse,33:38.94,Stanford Invitational,"Mar 25, 2011",48,True
2011,D1,women,"10,000",17,"Haws, Morgan",SO-2,BYU,33:39.65,Stanford Invitational,"Mar 25, 2011",48,True
2011,D1,women,"10,000",18,"Senior, Ruth",SR-4,New Mexico,33:42.10,53rd Annual Mt. SAC Relays,"Apr 14, 2011",48,True
2011,D1,women,"10,000",19,"Engel, Jessica",SR,Oklahoma,33:42.11,Big 12 Outdoor Track & Field Championships,"May 13, 2011",48,True
2011,D1,women,"10,000",20,"Flanagan, Lindsay",SO-2,Washington,33:42.50,Stanford Invitational,"Mar 25, 2011",48,True
2011,D1,women,"10,000",21,"Crossman, Bronwyn",JR-3,Oregon,33:43.99,Stanford Invitational,"Mar 25, 2011",48,True
2011,D1,women,"10,000",22,"Marcy, Stephanie",SR-4,Stanford,33:46.27,Stanford Invitational,"Mar 25, 2011",48,True
2011,D1,women,"10,000",23,"Niehaus, Kate",SR-4,Stanford,33:48.72,Stanford Invitational,"Mar 25, 2011",48,True
2011,D1,women,"10,000",24,"Thweatt, Laura",SR-4,Colorado,33:49.00,Big 12 Outdoor Track & Field Championships,"May 13, 2011",48,True
2011,D1,women,"10,000",25,"Waldron, Sarah",JR-3,New Mexico,33:51.08,Stanford Invitational,"Mar 25, 2011",48,True
2011,D1,women,"10,000",26,"Andrews, Sarah",FR-1,Oregon,33:53.44,Stanford Invitational,"Mar 25, 2011",48,True
2011,D1,women,"10,000",27,"Devlin, Katherine",SO-2,Texas A&M,33:56.98,53rd Annual Mt. SAC Relays,"Apr 14, 2011",48,True
2011,D1,women,"10,000",28,"Callister, Sarah",SO-2,Weber State,33:59.82,53rd Annual Mt. SAC Relays,"Apr 14, 2011",48,True
2011,D1,women,"10,000",29,"Harrison, Kate",SR,West Virginia,33:59.84,BIG EAST Outdoor Track & Field Championships,"May 6, 2011",48,True
2011,D1,women,"10,000",30,"Price, Stephanie",SR,Minnesota,34:02.15,53rd Annual Mt. SAC Relays,"Apr 14, 2011",48,True
2011,D1,women,"10,000",31,"Shea, Sheree",SO-2,Loyola Marymount,34:02.85,53rd Annual Mt. SAC Relays,"Apr 14, 2011",48,True
2011,D1,women,"10,000",32,"Greenwell, Haley",,Mississippi St.,34:04.18,53rd Annual Mt. SAC Relays,"Apr 14, 2011",48,True
2011,D1,women,"10,000",33,"Brault, Sarah-Anne",SR,West Virginia,34:04.63,BIG EAST Outdoor Track & Field Championships,"May 6, 2011",48,True
2011,D1,women,"10,000",34,"Pease, Sarah",SR-4,Indiana,34:07.35,Stanford Invitational,"Mar 25, 2011",48,True
2011,D1,women,"10,000",35,"Beecham, Annie",SR-4,Ohio U.,34:08.23,Stanford Invitational,"Mar 25, 2011",48,True
2011,D1,women,"10,000",36,"Jones, Emily",,Georgetown,34:09.74,BIG EAST Outdoor Track & Field Championships,"May 6, 2011",48,True
2011,D1,women,"10,000",37,"Gillespie, Katie",,West Virginia,34:10.91,BIG EAST Outdoor Track & Field Championships,"May 6, 2011",48,True
2011,D1,women,"10,000",38,"Knight, Holly",JR-3,Auburn,34:10.98,Penn Relays,"Apr 28, 2011",48,True
2011,D1,women,"10,000",39,"Cozzarelli, Andie",,North Carolina St.,34:13.32,ACC Outdoor Track & Field Championships,"Apr 21, 2011",48,True
2011,D1,women,"10,000",40,"Lemmon-Lew, Cecily",SR-4,BYU,34:14.00,53rd Annual Mt. SAC Relays,"Apr 14, 2011",48,True
2011,D1,women,"10,000",41,"Johns, Rhiannon",SR,UAB,34:14.04,Stanford Invitational,"Mar 25, 2011",48,True
2011,D1,women,"10,000",42,"Marino, Amanda",SR,Villanova,34:14.98,BIG EAST Outdoor Track & Field Championships,"May 6, 2011",48,True
2011,D1,women,"10,000",43,"Crofford, Lara",JR-3,Nebraska,34:19.77,Stanford Invitational,"Mar 25, 2011",48,True
2011,D1,women,"10,000",44,"Seymour, Carly",SR,Duke,34:19.95,ACC Outdoor Track & Field Championships,"Apr 21, 2011",48,True
2011,D1,women,"10,000",45,"Karys, Kelsey",SR,Cornell,34:19.99,Ivy League Outdoor Track & Field Championships,"May 7, 2011",48,True
2011,D1,women,"10,000",46,"Pagano, Sarah",JR,Syracuse,34:20.73,BIG EAST Outdoor Track & Field Championships,"May 6, 2011",48,True
2011,D1,women,"10,000",47,"Bluske, Samantha",SO-2,Illinois State,34:25.55,53rd Annual Mt. SAC Relays,"Apr 14, 2011",48,True
2011,D1,women,"10,000",48,"Comfort, Caitlin",SR,Wisconsin,34:25.82,Stanford Invitational,"Mar 25, 2011",48,True
2011,D1,women,"10,000",49,"Sara, Lauren",,Connecticut,34:26.01,53rd Annual Mt. SAC Relays,"Apr 14, 2011",48,False
2011,D1,women,"10,000",50,"Logan, Camille",SR,Colorado,34:27.12,Big 12 Outdoor Track & Field Championships,"May 13, 2011",48,False
2011,D1,women,"10,000",51,"Stolting, Jana",FR-1,San Francisco,34:29.08,53rd Annual Mt. SAC Relays,"Apr 14, 2011",48,False
2011,D1,women,"10,000",52,"Messick, Sydney",JR-3,Kansas State,34:31.23,Big 12 Outdoor Track & Field Championships,"May 13, 2011",48,False
2011,D1,women,"10,000",53,"Walker, Miranda",SR-4,Arkansas,34:35.31,53rd Annual Mt. SAC Relays,"Apr 14, 2011",48,False
2011,D1,women,"10,000",54,"Tesfaye, Semehar",JR-3,Iowa State,34:36.65,Stanford Invitational,"Mar 25, 2011",48,False
2011,D1,women,"10,000",55,"Milner, Kirsty",SO-2,New Mexico,34:37.38,Stanford Invitational,"Mar 25, 2011",48,False
2011,D1,women,"10,000",56,"Kellner, Katie",SR,Cornell,34:37.92,Ivy League Outdoor Track & Field Championships,"May 7, 2011",48,False
2011,D1,women,"10,000",57,"Schaaf, Kendra",SO-2,North Carolina,34:38.06,ACC Outdoor Track & Field Championships,"Apr 21, 2011",48,False
2011,D1,women,"10,000",58,"Hjalmarsen, Tone",SR-4,Oklahoma State,34:38.88,Stanford Invitational,"Mar 25, 2011",48,False
2011,D1,women,"10,000",59,"Meyer, Caitie",FR-1,Dartmouth,34:39.62,Ivy League Outdoor Track & Field Championships,"May 7, 2011",48,False
2011,D1,women,"10,000",60,"Boyle, Elizabeth",SR-4,Illinois,34:41.20,Stanford Invitational,"Mar 25, 2011",48,False
2011,D1,women,"10,000",61,"Schultz, Camille",,New Mexico St.,34:42.06,53rd Annual Mt. SAC Relays,"Apr 14, 2011",48,False
2011,D1,women,"10,000",62,"Schultz, Courtney",,New Mexico St.,34:42.21,53rd Annual Mt. SAC Relays,"Apr 14, 2011",48,False
2011,D1,women,"10,000",63,"Powers, Morgan",JR-3,Vermont,34:43.23,53rd Annual Mt. SAC Relays,"Apr 14, 2011",48,False
2011,D1,women,"10,000",64,"Cummings, Sarah",SR-4,Princeton,34:44.45,Princeton Sam Howell Friday Night Races,"Apr 1, 2011",48,False
2011,D1,women,"10,000",65,"Strenkowski, Breanne",SR-4,UC Santa Barbara,34:44.95,Stanford Invitational,"Mar 25, 2011",48,False
2011,D1,women,"10,000",66,"Corrigan, Anna",SR,Virginia,34:45.80,ACC Outdoor Track & Field Championships,"Apr 21, 2011",48,False
2011,D1,women,"10,000",67,"Ridderman, Erica",JR,Indiana,34:48.36,Stanford Invitational,"Mar 25, 2011",48,False
2011,D1,women,"10,000",68,"Prescott, Lindsay",SR,Arizona State,34:50.72,Stanford Invitational,"Mar 25, 2011",48,False
2011,D1,women,"10,000",69,"Lewis , Ahna",SR,West Virginia,34:50.90,BIG EAST Outdoor Track & Field Championships,"May 6, 2011",48,False
2011,D1,women,"10,000",70,"Kittrell, Shelby",SR,North Florida,34:50.98,Penn Relays,"Apr 28, 2011",48,False
2011,D1,women,"10,000",71,"Kovach, Leslie",,Penn,34:51.93,Ivy League Outdoor Track & Field Championships,"May 7, 2011",48,False
2011,D1,women,"10,000",72,"Howe, Mackenzie",SR-4,Kennesaw State,34:52.16,Stanford Invitational,"Mar 25, 2011",48,False
2011,D1,women,"10,000",73,"Morejon, Lilyanna",SR-4,Cal St. Northridge,34:52.46,53rd Annual Mt. SAC Relays,"Apr 14, 2011",48,False
2011,D1,women,"10,000",74,"Busby, Natalie",JR-3,Syracuse,34:52.76,Stanford Invitational,"Mar 25, 2011",48,False
2011,D1,women,"10,000",75,"Summers, Kari",SR-4,Ohio U.,34:53.56,Stanford Invitational,"Mar 25, 2011",48,False
2011,D1,women,"10,000",76,"Drechsler, Krista",,UC Davis,34:53.66,Stanford Invitational,"Mar 25, 2011",48,False
2011,D1,women,"10,000",77,"Patterson, Kaitlyn",JR,Michigan,34:54.73,Stanford Invitational,"Mar 25, 2011",48,False
2011,D1,women,"10,000",78,"Burton, Kortnee",SR,Northern Arizona,34:55.16,Big Sky Outdoor Track & Field Championships,"May 11, 2011",48,False
2011,D1,women,"10,000",79,"Davis, Lyndy",SR,Portland,34:58.44,Stanford Invitational,"Mar 25, 2011",48,False
2011,D1,women,"10,000",80,"Goetschius, Amanda",SR,Charlotte,34:59.23,Atlantic 10 Outdoor Championships,"May 7, 2011",48,False
2011,D1,women,"10,000",81,"Kanuho, Rochelle",,Northern Arizona,35:00.72,53rd Annual Mt. SAC Relays,"Apr 14, 2011",48,False
2011,D1,women,"10,000",82,"Kertesz, Emma",SR,Toledo,35:01.72,Stanford Invitational,"Mar 25, 2011",48,False
2011,D1,women,"10,000",83,"Houser, Kellie",SO-2,Portland,35:02.63,53rd Annual Mt. SAC Relays,"Apr 14, 2011",48,False
2011,D1,women,"10,000",84,"Hutchison, Bradi",SR,Idaho State,35:03.35,Stanford Invitational,"Mar 25, 2011",48,False
2011,D1,women,"10,000",85,"Flood, Betsy",JR-3,Iowa,35:05.10,Big Ten Conference Championship,"May 13, 2011",48,False
2011,D1,women,"10,000",86,"Dobbs, Courtney",,Virginia Tech,35:06.40,ACC Outdoor Track & Field Championships,"Apr 21, 2011",48,False
2011,D1,women,"10,000",87,"Shaw, Katie",SR-4,Baylor,35:06.41,Stanford Invitational,"Mar 25, 2011",48,False
2011,D1,women,"10,000",88,"Milton, Felicity",SR-4,Oklahoma State,35:06.60,53rd Annual Mt. SAC Relays,"Apr 14, 2011",48,False
2011,D1,women,"10,000",89,"Sisson, Emily",FR-1,Wisconsin,35:07.35,Big Ten Conference Championship,"May 13, 2011",48,False
2011,D1,women,"10,000",90,"Shackleford, Amy",SR-4,Stephen F. Austin,35:08.07,53rd Annual Mt. SAC Relays,"Apr 14, 2011",48,False
2011,D1,women,"10,000",91,"Draney, Samantha",SR,Western Michigan,35:08.76,53rd Annual Mt. SAC Relays,"Apr 14, 2011",48,False
2011,D1,women,"10,000",92,"Blanchard, Chelsea",SR,Indiana,35:09.29,Big Ten Conference Championship,"May 13, 2011",48,False
2011,D1,women,"10,000",93,"Jesseman, Erica",SR-4,New Hampshire,35:11.19,Penn Relays,"Apr 28, 2011",48,False
2011,D1,women,"10,000",94,"Hilton, Lindsey",SR,Michigan,35:11.58,Stanford Invitational,"Mar 25, 2011",48,False
2011,D1,women,"10,000",95,"Farren, Kinsey",SR,Missouri,35:12.14,Stanford Invitational,"Mar 25, 2011",48,False
2011,D2,men,4x400,1,,,Johnson C. Smith (C),3:05.72,Penn Relays,"Apr 28, 2011",16,True
2011,D2,men,4x400,2,,,St. Augustine's (A),3:06.68,Penn Relays,"Apr 28, 2011",16,True
2011,D2,men,4x400,3,,,St. Augustine's (D),3:07.70,CIAA Outdoor Track & Field Championships,"Apr 22, 2011",16,True
2011,D2,men,4x400,4,,,Johnson C. Smith (D),3:07.90,CIAA Outdoor Track & Field Championships,"Apr 22, 2011",16,True
2011,D2,men,4x400,5,,,Harding (D),3:09.57,2011 Drake Relays,"Apr 27, 2011",16,True
2011,D2,men,4x400,6,,,Indianapolis (A),3:09.84,Jesse Owens Track Classic,"Apr 23, 2011",16,True
2011,D2,men,4x400,7,,,St. Augustine's (C),3:09.89,2011 Florida Relays,"Apr 1, 2011",16,True
2011,D2,men,4x400,8,,,Lincoln (Mo.) (E),3:09.92,2011 Drake Relays,"Apr 27, 2011",16,True
2011,D2,men,4x400,9,,,Stillman (G),3:10.60,Alice Coachman Invite/Albany State Last Chance Qualifier,"May 14, 2011",16,True
2011,D2,men,4x400,10,,,UMass Lowell (E),3:10.69,NEICAAA Outdoor Track & Field Championship,"May 12, 2011",16,True
2011,D2,men,4x400,11,,,Angelo State (A),3:10.81,David Noble/Angelo State Relays,"Apr 14, 2011",16,True
2011,D2,men,4x400,12,,,UMass Lowell (B),3:11.14,Princeton Larry Ellis Invitational,"Apr 23, 2011",16,True
2011,D2,men,4x400,12,,,Findlay (A),3:11.14,GLIAC Outdoor Track & Field Championships,"May 4, 2011",16,True
2011,D2,men,4x400,14,,,Lake Erie (C),3:11.25,Aggie Classic,"May 15, 2011",16,True
2011,D2,men,4x400,15,,,Fort Valley State (F),3:11.48,Alice Coachman Invite/Albany State Last Chance Qualifier,"May 14, 2011",16,True
2011,D2,men,4x400,16,,,Harding (A),3:11.60,Ole Miss Invitational,"Apr 9, 2011",16,True
2011,D2,men,4x400,17,,,So. Conn. St. (A),3:11.66,NEICAAA Outdoor Track & Field Championship,"May 12, 2011",16,False
2011,D2,men,4x400,18,,,Ashland (A),3:11.67,GLIAC Outdoor Track & Field Championships,"May 4, 2011",16,False
2011,D2,men,4x400,19,,,TAMU-Kingsville (A),3:11.83,Lone Star Conference Track & Field Championships,"May 6, 2011",16,False
2011,D2,men,4x400,20,,,Incarnate Word (C),3:11.88,UIW Last Chance Meet,"May 12, 2011",16,False
2011,D2,men,4x400,21,,,Tiffin (F),3:11.93,Louisville Cardinal Twilight,"May 13, 2011",16,False
2011,D2,men,4x400,22,,,Tiffin (G),3:12.17,Indy Twilight Qualifier,"May 15, 2011",16,False
2011,D2,men,4x400,23,,,TAMU-Commerce (G),3:12.51,UIW Last Chance Meet,"May 12, 2011",16,False
2011,D2,men,4x400,24,,,Cal Poly Pomona (A),3:12.65,Cal/Nevada Collegiate Championship,"Mar 26, 2011",16,False
2011,D2,men,4x400,25,,,Central Missouri (N),3:12.70,2011 Drake Relays,"Apr 27, 2011",16,False
2011,D2,men,4x400,26,,,American Int'l (A),3:12.75,NEICAAA Outdoor Track & Field Championship,"May 12, 2011",16,False
2011,D2,men,4x400,27,,,Lincoln (Mo.) (D),3:12.90,2011 Kansas Relays,"Apr 20, 2011",16,False
2011,D2,men,4x400,28,,,Harding (H),3:13.40,2011 Drake Relays,"Apr 27, 2011",16,False
2011,D2,men,4x400,29,,,Virginia State (H),3:13.48,Dick Taylor Tarheel Relays,"May 7, 2011",16,False
2011,D2,men,4x400,30,,,Nova Southeastern (B),3:13.74,UCF Twilight,"May 5, 2011",16,False
2011,D2,men,4x400,31,,,East Stroudsburg (E),3:13.91,PSAC Outdoor Track & Field Championships,"May 12, 2011",16,False
2011,D2,men,4x400,32,,,Virginia State (A),3:14.50,2011 Colonial Relays,"Mar 31, 2011",16,False
2011,D2,men,4x400,33,,,Stillman (F),3:14.53,DII South Region Track Championships,"Apr 23, 2011",16,False
2011,D2,men,4x400,34,,,Lincoln (Mo.) (B),3:14.56,ASCIS/CMU Susan G. Komen,"Apr 9, 2011",16,False
2011,D2,men,4x400,35,,,Lincoln (Mo.) (C),3:14.59,2011 Kansas Relays,"Apr 20, 2011",16,False
2011,D2,men,4x400,36,,,Nova Southeastern (A),3:14.63,2011 Florida Relays,"Apr 1, 2011",16,False
2011,D2,men,4x400,37,,,Alaska Anchorage (D),3:14.74,Beach Invitational,"Apr 16, 2011",16,False
2011,D2,men,4x400,38,,,Tarleton State (I),3:14.87,Lone Star Conference Track & Field Championships,"May 6, 2011",16,False
2011,D2,men,4x400,39,,,Tarleton State (H),3:15.00440,Michael Johnson Classic,"Apr 23, 2011",16,False
2017,D3,women,1500,1,"Richards, Emily",JR-3,Ohio Northern,4:21.19,Beach Invitational,"Apr 14, 2017",22,True
2017,D3,women,1500,2,"Weigel, Maya",SR-4,Pomona-Pitzer,4:22.83,2017 SCIAC T&F Championships,"Apr 28, 2017",22,True
2017,D3,women,1500,3,"Leland, Kayla",JR-3,Whitworth,4:27.25,Portland Twilight,"May 12, 2017",22,True
2017,D3,women,1500,4,"McKillop, Bryn",JR-3,Claremont-Mudd-Scripps,4:27.33,2017 SCIAC T&F Championships,"Apr 28, 2017",22,True
2017,D3,women,1500,5,"Koerner, Felicia",SO-2,Johns Hopkins,4:28.81,George Mason Spring Invitational,"Apr 8, 2017",22,True
2017,D3,women,1500,6,"Deacon, Natalie",FR-1,Lynchburg,4:29.88,Swarthmore Final Qualifier,"May 15, 2017",22,True
2017,D3,women,1500,7,"Stravach, Gabrielle",JR-3,Emory,4:30.65,NCC Dr. Keeler Track  Field Invitational - 2017,"May 11, 2017",22,True
2017,D3,women,1500,8,"Harleen, Anna",JR-3,Williams,4:31.09,NESCAC Track & Field Championships,"Apr 29, 2017",22,True
2017,D3,women,1500,9,"Bryson, Emily",SO-2,Brandeis,4:31.28,MIT Division III Final Qualifying Meet,"May 18, 2017",22,True
2017,D3,women,1500,10,"Wilson, Jessica",SR-4,Bates,4:31.47,DIII New England Outdoor Track & Field Championships,"May 4, 2017",22,True
2017,D3,women,1500,11,"Kellogg, Megan",JR-3,St. Lawrence,4:31.56,Swarthmore Final Qualifier,"May 15, 2017",22,True
2017,D3,women,1500,12,"Sullivan, Katie",JR-3,Haverford,4:31.63,Swarthmore Final Qualifier,"May 15, 2017",22,True
2017,D3,women,1500,13,"Wargo, Shannon",FR-1,Oberlin,4:32.86,NCC Gregory Final Qualifier - 2017,"May 17, 2017",22,True
2017,D3,women,1500,14,"Kitchen, Samantha",SR-4,Rochester,4:32.91,Bison Outdoor Classic,"Apr 14, 2017",22,True
2017,D3,women,1500,15,"Coombs, Marissa",JR-3,Virginia Wesleyan,4:33.15,New Captains Classic & Combined Events,"Apr 14, 2017",22,True
2017,D3,women,1500,16,"Lindsay , Alison",JR-3,Washington U.,4:33.18,NCC Dr. Keeler Track  Field Invitational - 2017,"May 11, 2017",22,True
2017,D3,women,1500,17,"Whittle, Sasha",SR-4,Middlebury,4:33.34,DIII New England Outdoor Track & Field Championships,"May 4, 2017",22,True
2017,D3,women,1500,18,"Domro, Taylor",JR-3,St. Norbert,4:33.39,NCC Gregory Final Qualifier - 2017,"May 17, 2017",22,True
2017,D3,women,1500,19,"Verner-Crist, Megan",JR-3,U. of Chicago,4:33.93,NCC Dr. Keeler Track  Field Invitational - 2017,"May 11, 2017",22,True
2017,D3,women,1500,20,"Hrusko, Cassandra",SR-4,Stockton,4:34.01,Swarthmore Final Qualifier,"May 15, 2017",22,True
2017,D3,women,1500,20,"Franz, Isabella",SR-4,Connecticut College,4:34.01,2017 Larry Ellis Invitational,"Apr 21, 2017",22,True
2017,D3,women,1500,22,"Diekema, Katherine",SO-2,Calvin,4:34.25,NCC Dr. Keeler Track  Field Invitational - 2017,"May 11, 2017",22,True
2017,D3,women,1500,23,"Bacher, Katie",FR-1,MIT,4:34.50,DIII New England Outdoor Track & Field Championships,"May 4, 2017",22,False
2017,D3,women,1500,24,"Gong, Maryann",SR-4,MIT,4:34.61,DIII New England Outdoor Track & Field Championships,"May 4, 2017",22,False
2017,D3,women,1500,25,"Harrington, Logan",SR-4,Christopher Newport,4:34.63,Swarthmore Final Qualifier,"May 15, 2017",22,False
2017,D3,women,1500,26,"Lamb, Claire",SO-2,Otterbein,4:34.75,OAC Outdoor Track & Field Championships,"Apr 28, 2017",22,False
2017,D3,women,1500,27,"Tobias, Julissa",JR-3,Whittier,4:34.78,2017 SCIAC T&F Championships,"Apr 28, 2017",22,False
2017,D3,women,1500,28,"Cossaro, Marissa",SR-4,SUNY Geneseo,4:34.83,Swarthmore Final Qualifier,"May 15, 2017",22,False
2017,D3,women,1500,29,"Sprotte, Cassandra",JR-3,Concordia (Wis.),4:35.32,Augustana Womens Invite,"Apr 21, 2017",22,False
2017,D3,women,1500,30,"Brady, Kelsey",JR-3,Elizabethtown,4:35.54,Swarthmore Final Qualifier,"May 15, 2017",22,False
2017,D3,women,1500,31,"Kozlowski, Brittany",SR-4,St. Norbert,4:35.62,Midwest Conference Outdoor Championship,"May 12, 2017",22,False
2017,D3,women,1500,32,"McPhillips, Marissa",FR-1,MIT,4:35.69,NEICAAA Outdoor Track & Field Championships,"May 12, 2017",22,False
2017,D3,women,1500,33,"Barnes, Anna",SO-2,Trinity,4:35.76,NEICAAA Outdoor Track & Field Championships,"May 12, 2017",22,False
2017,D3,women,1500,34,"Nadler, Abigail",SO-2,Middlebury,4:35.96,DIII New England Outdoor Track & Field Championships,"May 4, 2017",22,False
2017,D3,women,1500,35,"Lawlor, Caitlin",JR-3,Colby,4:36.09,MIT Division III Final Qualifying Meet,"May 18, 2017",22,False
2017,D3,women,1500,36,"Herrmann, Erin",SR-4,Hope,4:36.16,GVSU Al Owens Open,"Apr 21, 2017",22,False
